AVL ID,Parameter Name,flespi Parameter Path,Data Type,Units,Description,Notes / Source
10612,payload.hex,payload.hex,string,N/A,HEX Payload received from device,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10639,freezer.error.data,freezer.error.data,string,N/A,Freezer error codes array hex string,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10640,counter.impulses.frequency,counter.impulses.frequency,number,hz,Impulses counter frequency,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10642,counter.impulses.frequency,counter.impulses.frequency,number,hz,Impulses counter frequency,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10644,freezer.datacold.sensor.temperature,freezer.datacold.sensor.temperature,number,celsius,Freezer datacold temperature sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10645,freezer.datacold.sensor.temperature,freezer.datacold.sensor.temperature,number,celsius,Freezer datacold temperature sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10646,freezer.datacold.sensor.temperature,freezer.datacold.sensor.temperature,number,celsius,Freezer datacold temperature sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10647,freezer.datacold.sensor.temperature,freezer.datacold.sensor.temperature,number,celsius,Freezer datacold temperature sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10648,freezer.datacold.sensor.temperature,freezer.datacold.sensor.temperature,number,celsius,Freezer datacold temperature sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10649,freezer.datacold.sensor.temperature,freezer.datacold.sensor.temperature,number,celsius,Freezer datacold temperature sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10683,freezer.transcan.temperature,freezer.transcan.temperature,number,N/A,Sensor temperature reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10684,freezer.transcan.temperature,freezer.transcan.temperature,number,N/A,Sensor temperature reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10685,freezer.transcan.temperature,freezer.transcan.temperature,number,N/A,Sensor temperature reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10686,freezer.transcan.temperature,freezer.transcan.temperature,number,N/A,Sensor temperature reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10687,freezer.transcan.state.enum,freezer.transcan.state.enum,number,N/A,Status value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10688,freezer.transcan.state.enum,freezer.transcan.state.enum,number,N/A,Status value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10689,freezer.transcan.state.enum,freezer.transcan.state.enum,number,N/A,Status value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10690,freezer.transcan.state.enum,freezer.transcan.state.enum,number,N/A,Status value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10691,freezer.transcan.alarm.enum,freezer.transcan.alarm.enum,number,N/A,Alarm value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10692,freezer.transcan.alarm.enum,freezer.transcan.alarm.enum,number,N/A,Alarm value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10693,freezer.transcan.alarm.enum,freezer.transcan.alarm.enum,number,N/A,Alarm value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10694,freezer.transcan.alarm.enum,freezer.transcan.alarm.enum,number,N/A,Alarm value as reported by TK Transcan,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10800,ble.sensor.temperature,ble.sensor.temperature,number,celsius,BLE (Bluetooth Low Energy) sensor Temperature value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10800,ble.sensor.temperature.error.code,ble.sensor.temperature.error.code,string,N/A,BLE temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10801,ble.sensor.temperature,ble.sensor.temperature,number,celsius,BLE (Bluetooth Low Energy) sensor Temperature value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10801,ble.sensor.temperature.error.code,ble.sensor.temperature.error.code,string,N/A,BLE temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10802,ble.sensor.temperature,ble.sensor.temperature,number,celsius,BLE (Bluetooth Low Energy) sensor Temperature value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10802,ble.sensor.temperature.error.code,ble.sensor.temperature.error.code,string,N/A,BLE temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10803,ble.sensor.temperature,ble.sensor.temperature,number,celsius,BLE (Bluetooth Low Energy) sensor Temperature value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10803,ble.sensor.temperature.error.code,ble.sensor.temperature.error.code,string,N/A,BLE temperature sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10804,ble.sensor.humidity,ble.sensor.humidity,number,percentage,BLE (Bluetooth Low Energy) sensor Humidity value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10804,ble.sensor.humidity.error.code,ble.sensor.humidity.error.code,string,N/A,BLE humidity sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10805,ble.sensor.humidity,ble.sensor.humidity,number,percentage,BLE (Bluetooth Low Energy) sensor Humidity value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10805,ble.sensor.humidity.error.code,ble.sensor.humidity.error.code,string,N/A,BLE humidity sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10806,ble.sensor.humidity,ble.sensor.humidity,number,percentage,BLE (Bluetooth Low Energy) sensor Humidity value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10806,ble.sensor.humidity.error.code,ble.sensor.humidity.error.code,string,N/A,BLE humidity sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10807,ble.sensor.humidity,ble.sensor.humidity,number,percentage,BLE (Bluetooth Low Energy) sensor Humidity value,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10807,ble.sensor.humidity.error.code,ble.sensor.humidity.error.code,string,N/A,BLE humidity sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10808,ble.sensor.magnet.status,ble.sensor.magnet.status,boolean,N/A,Indexed magnet state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10808,ble.sensor.magnet.status.error.code,ble.sensor.magnet.status.error.code,string,N/A,Indexed BLE magnet sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10809,ble.sensor.magnet.status,ble.sensor.magnet.status,boolean,N/A,Indexed magnet state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10809,ble.sensor.magnet.status.error.code,ble.sensor.magnet.status.error.code,string,N/A,Indexed BLE magnet sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10810,ble.sensor.magnet.status,ble.sensor.magnet.status,boolean,N/A,Indexed magnet state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10810,ble.sensor.magnet.status.error.code,ble.sensor.magnet.status.error.code,string,N/A,Indexed BLE magnet sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10811,ble.sensor.magnet.status,ble.sensor.magnet.status,boolean,N/A,Indexed magnet state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10811,ble.sensor.magnet.status.error.code,ble.sensor.magnet.status.error.code,string,N/A,Indexed BLE magnet sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10812,ble.sensor.movement.error.code,ble.sensor.movement.error.code,string,N/A,Indexed movement BLE sensor error code,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10812,ble.sensor.movement.status,ble.sensor.movement.status,boolean,N/A,Indexed movement state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10813,ble.sensor.movement.error.code,ble.sensor.movement.error.code,string,N/A,Indexed movement BLE sensor error code,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10813,ble.sensor.movement.status,ble.sensor.movement.status,boolean,N/A,Indexed movement state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10814,ble.sensor.movement.error.code,ble.sensor.movement.error.code,string,N/A,Indexed movement BLE sensor error code,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10814,ble.sensor.movement.status,ble.sensor.movement.status,boolean,N/A,Indexed movement state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10815,ble.sensor.movement.error.code,ble.sensor.movement.error.code,string,N/A,Indexed movement BLE sensor error code,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10815,ble.sensor.movement.status,ble.sensor.movement.status,boolean,N/A,Indexed movement state measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10816,ble.sensor.pitch.angle,ble.sensor.pitch.angle,number,degrees,Indexed pitch angle measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10816,ble.sensor.pitch.angle.error.code,ble.sensor.pitch.angle.error.code,string,N/A,Indexed BLE pitch angle sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10817,ble.sensor.pitch.angle,ble.sensor.pitch.angle,number,degrees,Indexed pitch angle measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10817,ble.sensor.pitch.angle.error.code,ble.sensor.pitch.angle.error.code,string,N/A,Indexed BLE pitch angle sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10818,ble.sensor.pitch.angle,ble.sensor.pitch.angle,number,degrees,Indexed pitch angle measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10818,ble.sensor.pitch.angle.error.code,ble.sensor.pitch.angle.error.code,string,N/A,Indexed BLE pitch angle sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10819,ble.sensor.pitch.angle,ble.sensor.pitch.angle,number,degrees,Indexed pitch angle measured by BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10819,ble.sensor.pitch.angle.error.code,ble.sensor.pitch.angle.error.code,string,N/A,Indexed BLE pitch angle sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10820,ble.sensor.low.battery.error.code,ble.sensor.low.battery.error.code,string,N/A,Indexed BLE low battery sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10820,ble.sensor.low.battery.status,ble.sensor.low.battery.status,boolean,N/A,Indexed low battery indication BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10821,ble.sensor.low.battery.error.code,ble.sensor.low.battery.error.code,string,N/A,Indexed BLE low battery sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10821,ble.sensor.low.battery.status,ble.sensor.low.battery.status,boolean,N/A,Indexed low battery indication BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10822,ble.sensor.low.battery.error.code,ble.sensor.low.battery.error.code,string,N/A,Indexed BLE low battery sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10822,ble.sensor.low.battery.status,ble.sensor.low.battery.status,boolean,N/A,Indexed low battery indication BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10823,ble.sensor.low.battery.error.code,ble.sensor.low.battery.error.code,string,N/A,Indexed BLE low battery sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10823,ble.sensor.low.battery.status,ble.sensor.low.battery.status,boolean,N/A,Indexed low battery indication BLE sensor,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10824,ble.sensor.battery.voltage,ble.sensor.battery.voltage,number,volts,BLE (Bluetooth Low Energy) sensor battery voltage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
10824,ble.sensor.battery.voltage.error.code,ble.sensor.battery.voltage.error.code,string,N/A,Indexed BLE battery voltage sensor error description,"flespi Teltonika protocol page, last retrieved 2025-11-28"
